SubjectID,AssignmentID,ProblemID,Attempts,CorrectEventually,Label
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,1,8,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,3,6,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,5,7,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,12,2,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,13,17,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,232,9,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,233,1,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,234,3,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,235,1,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,439.0,236,3,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,17,3,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,20,25,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,21,3,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,22,8,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,24,23,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,25,4,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,28,13,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,100,22,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,101,27,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,487.0,102,28,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,31,1,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,32,2,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,33,3,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,34,1,True,True
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,36,8,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,37,20,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,38,26,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,39,6,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,40,30,True,False
036ad3e516c5bf3a4b3be35b137bcbb8,492.0,128,14,True,False
04c32d4d95425f73b3a1d6502aed4d48,439.0,1,1,True,True
04c32d4d95425f73b3a1d6502aed4d48,439.0,3,2,True,True
04c32d4d95425f73b3a1d6502aed4d48,439.0,5,3,True,True
04c32d4d95425f73b3a1d6502aed4d48,439.0,12,1,True,True
04c32d4d95425f73b3a1d6502aed4d48,439.0,13,2,True,True
04c32d4d95425f73b3a1d6502aed4d48,439.0,232,11,True,False
04c32d4d95425f73b3a1d6502aed4d48,439.0,233,7,True,False
04c32d4d95425f73b3a1d6502aed4d48,439.0,234,7,True,False
04c32d4d95425f73b3a1d6502aed4d48,439.0,235,3,True,True
04c32d4d95425f73b3a1d6502aed4d48,439.0,236,2,True,True
04c32d4d95425f73b3a1d6502aed4d48,487.0,17,1,True,True
04c32d4d95425f73b3a1d6502aed4d48,487.0,20,2,True,True
04c32d4d95425f73b3a1d6502aed4d48,487.0,21,1,True,True
04c32d4d95425f73b3a1d6502aed4d48,487.0,22,6,True,False
04c32d4d95425f73b3a1d6502aed4d48,487.0,24,1,True,True
04c32d4d95425f73b3a1d6502aed4d48,487.0,25,9,True,False
04c32d4d95425f73b3a1d6502aed4d48,487.0,28,4,True,True
04c32d4d95425f73b3a1d6502aed4d48,487.0,100,18,True,False
04c32d4d95425f73b3a1d6502aed4d48,487.0,101,22,True,False
04c32d4d95425f73b3a1d6502aed4d48,487.0,102,45,True,False
04c32d4d95425f73b3a1d6502aed4d48,492.0,31,3,True,True
04c32d4d95425f73b3a1d6502aed4d48,492.0,32,37,True,False
04c32d4d95425f73b3a1d6502aed4d48,492.0,33,7,True,False
04c32d4d95425f73b3a1d6502aed4d48,492.0,34,30,True,False
04c32d4d95425f73b3a1d6502aed4d48,492.0,36,5,True,False
04c32d4d95425f73b3a1d6502aed4d48,492.0,37,28,True,False
04c32d4d95425f73b3a1d6502aed4d48,492.0,38,11,True,False
04c32d4d95425f73b3a1d6502aed4d48,492.0,39,13,True,False
04c32d4d95425f73b3a1d6502aed4d48,492.0,40,19,True,False
04c32d4d95425f73b3a1d6502aed4d48,492.0,128,16,True,False
0503bf609757acf2e75aa8cbc0d8323b,439.0,1,2,True,True
0503bf609757acf2e75aa8cbc0d8323b,439.0,3,4,True,True
0503bf609757acf2e75aa8cbc0d8323b,439.0,5,1,True,True
0503bf609757acf2e75aa8cbc0d8323b,439.0,12,1,True,True
0503bf609757acf2e75aa8cbc0d8323b,439.0,13,2,True,True
0503bf609757acf2e75aa8cbc0d8323b,439.0,232,5,True,True
0503bf609757acf2e75aa8cbc0d8323b,439.0,233,8,True,False
0503bf609757acf2e75aa8cbc0d8323b,439.0,234,3,True,True
0503bf609757acf2e75aa8cbc0d8323b,439.0,235,2,True,True
0503bf609757acf2e75aa8cbc0d8323b,439.0,236,2,True,True
0503bf609757acf2e75aa8cbc0d8323b,487.0,24,9,True,False
0503bf609757acf2e75aa8cbc0d8323b,492.0,31,1,True,True
0503bf609757acf2e75aa8cbc0d8323b,492.0,32,1,True,True
0503bf609757acf2e75aa8cbc0d8323b,492.0,33,1,True,True
0503bf609757acf2e75aa8cbc0d8323b,492.0,34,1,True,True
0503bf609757acf2e75aa8cbc0d8323b,492.0,36,1,True,True
0503bf609757acf2e75aa8cbc0d8323b,492.0,37,3,True,True
0503bf609757acf2e75aa8cbc0d8323b,492.0,38,1,True,True
0503bf609757acf2e75aa8cbc0d8323b,492.0,39,1,True,True
0503bf609757acf2e75aa8cbc0d8323b,492.0,40,11,True,False
0503bf609757acf2e75aa8cbc0d8323b,492.0,128,1,True,True
06d801cb636235b298c40029ad9921e7,439.0,1,2,True,True
06d801cb636235b298c40029ad9921e7,439.0,3,2,True,True
06d801cb636235b298c40029ad9921e7,439.0,5,31,True,False
06d801cb636235b298c40029ad9921e7,439.0,12,1,True,True
06d801cb636235b298c40029ad9921e7,439.0,13,6,True,True
06d801cb636235b298c40029ad9921e7,439.0,232,17,True,False
06d801cb636235b298c40029ad9921e7,439.0,233,1,True,True
06d801cb636235b298c40029ad9921e7,439.0,234,24,True,False
06d801cb636235b298c40029ad9921e7,439.0,235,22,True,False
06d801cb636235b298c40029ad9921e7,439.0,236,10,True,False
06d801cb636235b298c40029ad9921e7,492.0,31,1,True,True
06d801cb636235b298c40029ad9921e7,492.0,32,1,True,True
06d801cb636235b298c40029ad9921e7,492.0,33,1,True,True
06d801cb636235b298c40029ad9921e7,492.0,34,1,True,True
06d801cb636235b298c40029ad9921e7,492.0,36,2,True,True
06d801cb636235b298c40029ad9921e7,492.0,37,11,True,False
06d801cb636235b298c40029ad9921e7,492.0,38,5,True,True
06d801cb636235b298c40029ad9921e7,492.0,39,2,True,True
06d801cb636235b298c40029ad9921e7,492.0,40,7,True,True
06d801cb636235b298c40029ad9921e7,492.0,128,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,1,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,3,3,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,5,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,12,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,13,10,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,232,21,True,False
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,233,2,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,234,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,235,5,True,False
07ae4cca3f90a49347ccb5c1a82ff46f,439.0,236,6,True,False
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,17,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,20,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,21,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,22,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,24,2,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,25,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,28,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,100,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,101,1,False,False
07ae4cca3f90a49347ccb5c1a82ff46f,487.0,102,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,31,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,32,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,33,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,34,2,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,36,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,37,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,38,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,39,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,40,1,True,True
07ae4cca3f90a49347ccb5c1a82ff46f,492.0,128,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,1,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,3,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,5,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,12,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,13,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,232,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,233,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,234,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,235,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,439.0,236,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,487.0,17,4,True,False
07d34e2419c61216a85a2156b2cf8ae4,487.0,20,12,True,False
07d34e2419c61216a85a2156b2cf8ae4,487.0,21,6,True,False
07d34e2419c61216a85a2156b2cf8ae4,487.0,22,4,True,True
07d34e2419c61216a85a2156b2cf8ae4,487.0,24,7,True,True
07d34e2419c61216a85a2156b2cf8ae4,487.0,25,6,True,True
07d34e2419c61216a85a2156b2cf8ae4,487.0,28,2,True,True
07d34e2419c61216a85a2156b2cf8ae4,487.0,100,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,487.0,101,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,487.0,102,2,True,True
07d34e2419c61216a85a2156b2cf8ae4,492.0,31,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,492.0,32,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,492.0,33,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,492.0,34,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,492.0,36,6,True,False
07d34e2419c61216a85a2156b2cf8ae4,492.0,37,3,True,True
07d34e2419c61216a85a2156b2cf8ae4,492.0,38,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,492.0,39,5,True,True
07d34e2419c61216a85a2156b2cf8ae4,492.0,40,1,True,True
07d34e2419c61216a85a2156b2cf8ae4,492.0,128,3,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,1,1,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,3,1,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,5,2,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,12,1,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,13,3,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,232,2,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,233,1,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,234,1,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,235,2,True,True
085d5d1e61effabc440d74ac51b91d87,439.0,236,1,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,17,1,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,20,1,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,21,1,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,22,1,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,24,1,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,25,4,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,28,1,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,100,4,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,101,5,True,True
085d5d1e61effabc440d74ac51b91d87,487.0,102,2,True,True
085d5d1e61effabc440d74ac51b91d87,492.0,31,5,True,False
085d5d1e61effabc440d74ac51b91d87,492.0,32,8,True,False
085d5d1e61effabc440d74ac51b91d87,492.0,33,2,True,True
085d5d1e61effabc440d74ac51b91d87,492.0,34,9,True,False
085d5d1e61effabc440d74ac51b91d87,492.0,36,4,True,True
085d5d1e61effabc440d74ac51b91d87,492.0,37,9,True,False
085d5d1e61effabc440d74ac51b91d87,492.0,38,8,True,True
085d5d1e61effabc440d74ac51b91d87,492.0,39,1,True,True
085d5d1e61effabc440d74ac51b91d87,492.0,40,2,True,True
085d5d1e61effabc440d74ac51b91d87,492.0,128,10,True,False
088d6dc6ddb3113e9b902711ccdfafef,439.0,1,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,439.0,3,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,439.0,5,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,439.0,12,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,439.0,13,27,True,False
088d6dc6ddb3113e9b902711ccdfafef,439.0,232,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,439.0,233,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,439.0,234,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,439.0,235,8,True,False
088d6dc6ddb3113e9b902711ccdfafef,439.0,236,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,17,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,20,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,21,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,22,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,24,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,25,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,28,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,100,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,101,2,True,True
088d6dc6ddb3113e9b902711ccdfafef,487.0,102,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,31,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,32,2,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,33,2,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,34,2,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,36,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,37,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,38,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,39,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,40,1,True,True
088d6dc6ddb3113e9b902711ccdfafef,492.0,128,1,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,1,1,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,3,1,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,5,4,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,12,2,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,13,11,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,232,4,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,233,1,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,234,4,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,235,6,True,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,439.0,236,2,False,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,17,1,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,20,5,True,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,21,4,True,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,22,4,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,24,5,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,25,10,False,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,28,10,True,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,100,3,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,101,15,False,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,487.0,102,8,False,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,492.0,31,22,True,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,492.0,33,5,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,492.0,34,6,False,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,492.0,36,6,False,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,492.0,37,1,True,True
08fcb5ead4e963a6f0bbdbc971f4a3ee,492.0,38,14,False,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,492.0,39,19,True,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,492.0,40,9,False,False
08fcb5ead4e963a6f0bbdbc971f4a3ee,492.0,128,9,False,False
0a7ff96e4fa7c92a13ccab013d580930,439.0,1,2,True,True
0a7ff96e4fa7c92a13ccab013d580930,439.0,3,13,True,False
0a7ff96e4fa7c92a13ccab013d580930,439.0,5,4,True,True
0a7ff96e4fa7c92a13ccab013d580930,439.0,12,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,439.0,13,12,True,False
0a7ff96e4fa7c92a13ccab013d580930,439.0,232,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,439.0,233,2,True,True
0a7ff96e4fa7c92a13ccab013d580930,439.0,234,6,True,False
0a7ff96e4fa7c92a13ccab013d580930,439.0,235,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,439.0,236,2,True,True
0a7ff96e4fa7c92a13ccab013d580930,487.0,17,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,487.0,20,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,487.0,21,1,True,True
0a7ff96e4fa7c92a13ccab013d580930,487.0,22,1,True,True
